annotation,bucket,pmid,study_title,retrieval_source,pmcid,analysis_id,analysis_name,model_outcome_label,model_reasoning,pred_included,manual_included_accepted,total_parsed_analyses,include_ratio,auto_other_annotations,has_other_auto_annotation,manual_pmid_labels,abstract_excerpt,coord_table_ids,coord_table_captions,missing_description,generic_name,zero_point_analysis,construct_boundary_blur_flag,example_overreach_flag,global_criteria_dropout_flag,context_dominance_flag,analysis_granularity_noise_flag
affiliation_attachment,False Positive,30077577,Thinking about the past to shape the present: neural activation during the recall of relationship episodes.,ace,,30077577_analysis_0,self-relevant>control,-,The task centers on formative interpersonal/relationship episodes and attachment-related internal working models; it measures affiliation/attachment-related processing.,1,0,1,1.000,social_processing_all;perception_self,1,perception_others;perception_self,"Reflecting on oneself and others in relationships is an ability that is central to our social existence. Specifically, considering formative autobiographical experiences in relationships may contribute to more flexibility in perceiving, as well as in shaping present relationships. Reflecting on such experiences mobilizes different social cognitive and affective processes. We aim to explore the neu",209,Table 2 . Results for the contrast self-relevant>control.,1,0,0,1,0,1,1,0
social_communication,False Positive,29079809,Differential inter-subject correlation of brain activity when kinship is a variable in moral dilemma,pubget,5660240,29079809_analysis_0,clusters genetic > non-genetic,-,"The experiment uses a kinship-related social scenario; although focused on moral/mentalizing processing rather than explicit communicative acts, the inclusion examples list kinship scenarios as relevant and the contrast modulates socially relevant information processing.",2,0,3,0.667,social_processing_all;affiliation_attachment;perception_others,1,perception_self,"Previous behavioural studies have shown that humans act more altruistically towards kin. Whether and how knowledge of genetic relatedness translates into differential neurocognitive evaluation of observed social interactions has remained an open question. Here, we investigated how the human brain is engaged when viewing a moral dilemma between genetic vs. non-genetic sisters. During functional mag",Tab1;Tab2,"Table 1 Clusters size, peak coordinates and t value of all clusters of Experiment 1 (movie watching task). | Table 2 Clusters size, peak coordinates and t value of all clusters of and Experiment 2 (moral dilemma decision task).",1,0,0,1,1,0,1,0
social_communication,False Positive,29079809,Differential inter-subject correlation of brain activity when kinship is a variable in moral dilemma,pubget,5660240,29079809_analysis_1,clusters non-genetic > genetic,-,Kinship-related social scenario with interpersonal moral interaction involves social communication/relevant information exchange and fits example task criteria.,2,0,3,0.667,social_processing_all;affiliation_attachment;perception_others,1,perception_self,"Previous behavioural studies have shown that humans act more altruistically towards kin. Whether and how knowledge of genetic relatedness translates into differential neurocognitive evaluation of observed social interactions has remained an open question. Here, we investigated how the human brain is engaged when viewing a moral dilemma between genetic vs. non-genetic sisters. During functional mag",Tab1;Tab2,"Table 1 Clusters size, peak coordinates and t value of all clusters of Experiment 1 (movie watching task). | Table 2 Clusters size, peak coordinates and t value of all clusters of and Experiment 2 (moral dilemma decision task).",1,0,0,1,1,0,1,0
social_communication,False Positive,29890323,Tracking emotions in the brain – Revisiting the Empathic Accuracy Task,pubget,6057276,29890323_analysis_0,emotional > neutral video clips,-,"Participants continuously perceive and rate others' emotional expressions (receptive social communication), matching the construct of Social Communication.",6,0,6,1.000,social_processing_all;perception_others,1,perception_others,"Many empathy tasks lack ecological validity due to their use of simplistic stimuli and static analytical approaches. Empathic accuracy tasks overcome these limitations by using autobiographical emotional video clips. Usually, a single measure of empathic accuracy is computed by correlating the participants' continuous ratings of the narrator's emotional state with the narrator's own ratings. In th",tbl2;tbl3;tbl4,Table 2 Significant clusters and their peak activations for the contrasts emotional > neutral video clips and neutral > emotional video clips (threshold-free cluster enhancement pFWE < 0.05). | Table 3 Significant clusters and their peak activations for the modulation of BOLD-response by intra-individual variation of Z-EA scores (threshold-free cluster enhancement pFWE < 0.05). | Table 4 Significant clusters and their peak activations for the correlation between BOLD-response and the participants' ratings of the target's emotional intensity (threshold-free cluster enhancement pFWE < 0.05).,1,0,0,1,0,0,1,0
social_communication,False Positive,29890323,Tracking emotions in the brain – Revisiting the Empathic Accuracy Task,pubget,6057276,29890323_analysis_1,neutral > emotional video clips,-,Participants continuously rated targets' emotional intensity from video stimuli (reception of socially communicative cues); the contrast addresses social communication processes.,6,0,6,1.000,social_processing_all;perception_others,1,perception_others,"Many empathy tasks lack ecological validity due to their use of simplistic stimuli and static analytical approaches. Empathic accuracy tasks overcome these limitations by using autobiographical emotional video clips. Usually, a single measure of empathic accuracy is computed by correlating the participants' continuous ratings of the narrator's emotional state with the narrator's own ratings. In th",tbl2;tbl3;tbl4,Table 2 Significant clusters and their peak activations for the contrasts emotional > neutral video clips and neutral > emotional video clips (threshold-free cluster enhancement pFWE < 0.05). | Table 3 Significant clusters and their peak activations for the modulation of BOLD-response by intra-individual variation of Z-EA scores (threshold-free cluster enhancement pFWE < 0.05). | Table 4 Significant clusters and their peak activations for the correlation between BOLD-response and the participants' ratings of the target's emotional intensity (threshold-free cluster enhancement pFWE < 0.05).,1,0,0,1,0,0,1,0
social_communication,False Positive,29890323,Tracking emotions in the brain – Revisiting the Empathic Accuracy Task,pubget,6057276,29890323_analysis_2,Positively related to Z-EA scores,-,Task requires continuous reception of socially relevant information (perceived emotional intensity) from videos—fits social communication (receptive) constructs.,6,0,6,1.000,social_processing_all;perception_others,1,perception_others,"Many empathy tasks lack ecological validity due to their use of simplistic stimuli and static analytical approaches. Empathic accuracy tasks overcome these limitations by using autobiographical emotional video clips. Usually, a single measure of empathic accuracy is computed by correlating the participants' continuous ratings of the narrator's emotional state with the narrator's own ratings. In th",tbl2;tbl3;tbl4,Table 2 Significant clusters and their peak activations for the contrasts emotional > neutral video clips and neutral > emotional video clips (threshold-free cluster enhancement pFWE < 0.05). | Table 3 Significant clusters and their peak activations for the modulation of BOLD-response by intra-individual variation of Z-EA scores (threshold-free cluster enhancement pFWE < 0.05). | Table 4 Significant clusters and their peak activations for the correlation between BOLD-response and the participants' ratings of the target's emotional intensity (threshold-free cluster enhancement pFWE < 0.05).,1,0,0,1,0,0,1,0
social_communication,False Positive,29890323,Tracking emotions in the brain – Revisiting the Empathic Accuracy Task,pubget,6057276,29890323_analysis_3,Negatively related to Z-EA scores,-,The task requires continuous perception and interpretation of another person's emotional signals (receptive social communication); the analysis measures this process.,6,0,6,1.000,social_processing_all;perception_others,1,perception_others,"Many empathy tasks lack ecological validity due to their use of simplistic stimuli and static analytical approaches. Empathic accuracy tasks overcome these limitations by using autobiographical emotional video clips. Usually, a single measure of empathic accuracy is computed by correlating the participants' continuous ratings of the narrator's emotional state with the narrator's own ratings. In th",tbl2;tbl3;tbl4,Table 2 Significant clusters and their peak activations for the contrasts emotional > neutral video clips and neutral > emotional video clips (threshold-free cluster enhancement pFWE < 0.05). | Table 3 Significant clusters and their peak activations for the modulation of BOLD-response by intra-individual variation of Z-EA scores (threshold-free cluster enhancement pFWE < 0.05). | Table 4 Significant clusters and their peak activations for the correlation between BOLD-response and the participants' ratings of the target's emotional intensity (threshold-free cluster enhancement pFWE < 0.05).,1,0,0,1,0,0,1,0
social_communication,False Positive,29890323,Tracking emotions in the brain – Revisiting the Empathic Accuracy Task,pubget,6057276,29890323_analysis_4,Positive correlation with participants' emotional intensity ratings,-,Analysis measures perception of others' emotional states (receptive social communication—affect recognition) via continuous ratings.,6,0,6,1.000,social_processing_all;perception_others,1,perception_others,"Many empathy tasks lack ecological validity due to their use of simplistic stimuli and static analytical approaches. Empathic accuracy tasks overcome these limitations by using autobiographical emotional video clips. Usually, a single measure of empathic accuracy is computed by correlating the participants' continuous ratings of the narrator's emotional state with the narrator's own ratings. In th",tbl2;tbl3;tbl4,Table 2 Significant clusters and their peak activations for the contrasts emotional > neutral video clips and neutral > emotional video clips (threshold-free cluster enhancement pFWE < 0.05). | Table 3 Significant clusters and their peak activations for the modulation of BOLD-response by intra-individual variation of Z-EA scores (threshold-free cluster enhancement pFWE < 0.05). | Table 4 Significant clusters and their peak activations for the correlation between BOLD-response and the participants' ratings of the target's emotional intensity (threshold-free cluster enhancement pFWE < 0.05).,1,0,0,1,0,0,1,0
social_communication,False Positive,29890323,Tracking emotions in the brain – Revisiting the Empathic Accuracy Task,pubget,6057276,29890323_analysis_5,Negative correlation with participants' emotional intensity ratings,-,"Participants are performing receptive social communication (recognition/tracking of others' affective state from video), which falls under Social Communication (reception of affective signals).",6,0,6,1.000,social_processing_all;perception_others,1,perception_others,"Many empathy tasks lack ecological validity due to their use of simplistic stimuli and static analytical approaches. Empathic accuracy tasks overcome these limitations by using autobiographical emotional video clips. Usually, a single measure of empathic accuracy is computed by correlating the participants' continuous ratings of the narrator's emotional state with the narrator's own ratings. In th",tbl2;tbl3;tbl4,Table 2 Significant clusters and their peak activations for the contrasts emotional > neutral video clips and neutral > emotional video clips (threshold-free cluster enhancement pFWE < 0.05). | Table 3 Significant clusters and their peak activations for the modulation of BOLD-response by intra-individual variation of Z-EA scores (threshold-free cluster enhancement pFWE < 0.05). | Table 4 Significant clusters and their peak activations for the correlation between BOLD-response and the participants' ratings of the target's emotional intensity (threshold-free cluster enhancement pFWE < 0.05).,1,0,0,1,0,0,1,0
social_communication,False Positive,30349467,Role-Specific Brain Activations in Leaders and Followers During Joint Action,pubget,6186800,30349467_analysis_0,Leaders only (n = 11),-,Leading/following require exchange of socially relevant information (haptic/kinesthetic cues) and transmission/reception of signals between partners; the contrast measures this communicative aspect of interaction.,6,0,7,0.857,social_processing_all;perception_others,1,perception_others;perception_self,"Much of social interaction in human life requires that individuals perform different roles during joint actions, the most basic distinction being that between a leader and a follower. A number of neuroimaging studies have examined the brain networks for leading and following, but none have examined what effect prior expertise at these roles has on brain activations during joint motor tasks. Couple",T2;T3;T4;T5,"Table 2 The shared network for leading and following. | Table 3 Leading versus following in the whole group, the leader-only group, and the follower-only group. | Table 4 Leading versus following correlated with skill as a leader. | Table 5 Leading versus following correlated with skill as a follower.",1,0,0,1,0,0,1,0
social_communication,False Positive,30349467,Role-Specific Brain Activations in Leaders and Followers During Joint Action,pubget,6186800,30349467_analysis_1,Followers only (n = 10),-,"Leading/following during physical joint action requires exchange of socially relevant information (haptic/kinesthetic signaling and responsiveness). The contrasts examine brain regions related to perceiving and responding to partner cues, so the analysis measures social communication.",6,0,7,0.857,social_processing_all;perception_others,1,perception_others;perception_self,"Much of social interaction in human life requires that individuals perform different roles during joint actions, the most basic distinction being that between a leader and a follower. A number of neuroimaging studies have examined the brain networks for leading and following, but none have examined what effect prior expertise at these roles has on brain activations during joint motor tasks. Couple",T2;T3;T4;T5,"Table 2 The shared network for leading and following. | Table 3 Leading versus following in the whole group, the leader-only group, and the follower-only group. | Table 4 Leading versus following correlated with skill as a leader. | Table 5 Leading versus following correlated with skill as a follower.",1,0,0,1,0,0,1,0
social_communication,False Positive,30349467,Role-Specific Brain Activations in Leaders and Followers During Joint Action,pubget,6186800,30349467_analysis_2,Activations: Leading > Following,-,"The task requires transmission and reception of social/haptic cues between partners (leading = transmit, following = receive) and the contrasts index brain regions supporting that exchange, meeting social communication criteria.",6,0,7,0.857,social_processing_all;perception_others,1,perception_others;perception_self,"Much of social interaction in human life requires that individuals perform different roles during joint actions, the most basic distinction being that between a leader and a follower. A number of neuroimaging studies have examined the brain networks for leading and following, but none have examined what effect prior expertise at these roles has on brain activations during joint motor tasks. Couple",T2;T3;T4;T5,"Table 2 The shared network for leading and following. | Table 3 Leading versus following in the whole group, the leader-only group, and the follower-only group. | Table 4 Leading versus following correlated with skill as a leader. | Table 5 Leading versus following correlated with skill as a follower.",1,0,0,1,0,0,1,0
social_communication,False Positive,30349467,Role-Specific Brain Activations in Leaders and Followers During Joint Action,pubget,6186800,30349467_analysis_3,Deactivations: Following > Leading,-,The task requires exchange of socially relevant cues (haptic/behavioral signaling between leader and follower); the contrast probes communication-related processes (receiving/producing partner cues).,6,0,7,0.857,social_processing_all;perception_others,1,perception_others;perception_self,"Much of social interaction in human life requires that individuals perform different roles during joint actions, the most basic distinction being that between a leader and a follower. A number of neuroimaging studies have examined the brain networks for leading and following, but none have examined what effect prior expertise at these roles has on brain activations during joint motor tasks. Couple",T2;T3;T4;T5,"Table 2 The shared network for leading and following. | Table 3 Leading versus following in the whole group, the leader-only group, and the follower-only group. | Table 4 Leading versus following correlated with skill as a leader. | Table 5 Leading versus following correlated with skill as a follower.",1,0,0,1,0,0,1,0
social_communication,False Positive,30349467,Role-Specific Brain Activations in Leaders and Followers During Joint Action,pubget,6186800,30349467_analysis_4,Activation,-,"Leading/following involves exchanging haptic and movement cues (non-verbal social communication); the contrast and regressions probe neural correlates of transmitting/receiving partner signals, meeting the communication construct.",6,0,7,0.857,social_processing_all;perception_self,1,perception_others;perception_self,"Much of social interaction in human life requires that individuals perform different roles during joint actions, the most basic distinction being that between a leader and a follower. A number of neuroimaging studies have examined the brain networks for leading and following, but none have examined what effect prior expertise at these roles has on brain activations during joint motor tasks. Couple",T2;T3;T4;T5,"Table 2 The shared network for leading and following. | Table 3 Leading versus following in the whole group, the leader-only group, and the follower-only group. | Table 4 Leading versus following correlated with skill as a leader. | Table 5 Leading versus following correlated with skill as a follower.",0,0,0,1,0,0,0,0
social_communication,False Positive,30349467,Role-Specific Brain Activations in Leaders and Followers During Joint Action,pubget,6186800,30349467_analysis_5,Deactivation,-,"Leading/following involves exchanging socially relevant movement cues (haptic/behavioral signaling) and the analysis assesses brain responses to this communicative interaction, meeting social communication criteria.",6,0,7,0.857,social_processing_all,1,perception_others;perception_self,"Much of social interaction in human life requires that individuals perform different roles during joint actions, the most basic distinction being that between a leader and a follower. A number of neuroimaging studies have examined the brain networks for leading and following, but none have examined what effect prior expertise at these roles has on brain activations during joint motor tasks. Couple",T2;T3;T4;T5,"Table 2 The shared network for leading and following. | Table 3 Leading versus following in the whole group, the leader-only group, and the follower-only group. | Table 4 Leading versus following correlated with skill as a leader. | Table 5 Leading versus following correlated with skill as a follower.",0,0,0,1,0,0,0,0
social_communication,False Positive,31056647,Social support modulates the neural correlates underlying social exclusion,pubget,6688450,31056647_analysis_0,Emotional support group > no support group,-,"The paradigm involves interactive social exchanges (ball-tossing) and receipt of social support (physical touch/text), fitting social communication constructs (cooperation/interaction). Thus it meets the inclusion criteria.",2,0,3,0.667,social_processing_all;affiliation_attachment,1,affiliation_attachment,"Ostracism threatens the human need for social interactions, with negative consequences on cognition, affect and behavior. Understanding the mechanisms that can alleviate these consequences has therefore become an important research agenda. In this study, we used behavioral and fMRI measures to advance our understanding how social support can buffer the negative effects of social exclusion. We focu",TB1,Table 1 Contrasts of interest,0,0,0,1,1,0,0,0
social_communication,False Positive,31056647,Social support modulates the neural correlates underlying social exclusion,pubget,6688450,31056647_analysis_2,Appraisal support group > no support group,-,"The task involves interpersonal interaction (passing a ball) and interpretation of others’ behavior; the contrast assesses processing of social interaction and information provided by a friend, meeting social communication criteria.",2,0,3,0.667,social_processing_all;affiliation_attachment;perception_others,1,affiliation_attachment,"Ostracism threatens the human need for social interactions, with negative consequences on cognition, affect and behavior. Understanding the mechanisms that can alleviate these consequences has therefore become an important research agenda. In this study, we used behavioral and fMRI measures to advance our understanding how social support can buffer the negative effects of social exclusion. We focu",TB1,Table 1 Contrasts of interest,0,0,0,1,0,0,0,0
social_communication,False Positive,31142792,Behavioural and Neural Responses to Facial Disfigurement,pubget,6541618,31142792_analysis_0,"Increased responses to faces before treatment, familywise error corrected with Monte Carlo permutation testing.",-,"The analysis involves perception of facial stimuli and social evaluation of others (reception of facial communication/face perception), so it assesses social communication-related processes.",2,0,2,1.000,social_processing_all;perception_others,1,perception_self,Faces are among the most salient and relevant visual and social stimuli that humans encounter. Attractive faces are associated with positive character traits and social skills and automatically evoke larger neural responses than faces of average attractiveness in ventral occipito-temporal cortical areas. Little is known about the behavioral and neural responses to disfigured faces. In two experime,Tab2;Tab3,"Table 2 Increased responses to faces before treatment, familywise error corrected with Monte Carlo permutation testing. | Table 3 Decreased responses to faces before treatment, familywise error corrected with Monte Carlo permutation testing.",1,0,0,1,0,0,1,0
social_communication,False Positive,31142792,Behavioural and Neural Responses to Facial Disfigurement,pubget,6541618,31142792_analysis_1,"Decreased responses to faces before treatment, familywise error corrected with Monte Carlo permutation testing.",-,"Analysis involved perception of faces and social information from faces (facial communication/reception) and neural responses to facial stimuli, meeting social communication criteria.",2,0,2,1.000,social_processing_all;perception_others,1,perception_self,Faces are among the most salient and relevant visual and social stimuli that humans encounter. Attractive faces are associated with positive character traits and social skills and automatically evoke larger neural responses than faces of average attractiveness in ventral occipito-temporal cortical areas. Little is known about the behavioral and neural responses to disfigured faces. In two experime,Tab2;Tab3,"Table 2 Increased responses to faces before treatment, familywise error corrected with Monte Carlo permutation testing. | Table 3 Decreased responses to faces before treatment, familywise error corrected with Monte Carlo permutation testing.",1,0,0,1,0,0,1,0
social_communication,False Positive,31598216,"Social cognition, behaviour and therapy adherence in frontal lobe epilepsy: a study combining neuroeconomic and neuropsychological methods",pubget,6731699,31598216_analysis_0,decision-making,FP,"PDG involves exchange of socially relevant information, trustworthiness ratings and face processing; the decision-making contrast maps onto social communication constructs.",7,0,7,1.000,social_processing_all;affiliation_attachment;perception_others,1,perception_others;social_communication,"Social behaviour of healthy humans and its neural correlates have been extensively studied in social neuroscience and neuroeconomics. Whereas it is well established that several types of epilepsies, such as frontal lobe epilepsy, lead to social cognitive impairments, experimental evidence on how these translate into behavioural symptoms is scarce. Furthermore, it is unclear whether social cognitiv",RSOS180850TB3;RSOS180850TB4;RSOS180850TB5,"Table 3. Summary of analysis of all participants. FWE, p = 0.001. | Table 4. Summary of per group analyses. FWE, p = 0.001. | Table 5. Analysis of group differences and ROI.",1,1,0,1,0,0,0,1
social_communication,False Positive,31598216,"Social cognition, behaviour and therapy adherence in frontal lobe epilepsy: a study combining neuroeconomic and neuropsychological methods",pubget,6731699,31598216_analysis_1,results,-,"The task involves exchange of socially relevant information (cooperation decisions, trustworthiness ratings, face processing, mentalizing) and thus measures social communication processes.",7,0,7,1.000,social_processing_all;affiliation_attachment;perception_others,1,perception_others;social_communication,"Social behaviour of healthy humans and its neural correlates have been extensively studied in social neuroscience and neuroeconomics. Whereas it is well established that several types of epilepsies, such as frontal lobe epilepsy, lead to social cognitive impairments, experimental evidence on how these translate into behavioural symptoms is scarce. Furthermore, it is unclear whether social cognitiv",RSOS180850TB3;RSOS180850TB4;RSOS180850TB5,"Table 3. Summary of analysis of all participants. FWE, p = 0.001. | Table 4. Summary of per group analyses. FWE, p = 0.001. | Table 5. Analysis of group differences and ROI.",1,1,0,1,1,0,0,1
social_communication,False Positive,31598216,"Social cognition, behaviour and therapy adherence in frontal lobe epilepsy: a study combining neuroeconomic and neuropsychological methods",pubget,6731699,31598216_analysis_2,PATIENTS,-,"The task involves social exchange, face trustworthiness ratings, and theory-of-mind measures tied to social communication (reception of facial/affective cues); the analysis measures social communication-related processes.",7,0,7,1.000,social_processing_all;affiliation_attachment;perception_others,1,perception_others;social_communication,"Social behaviour of healthy humans and its neural correlates have been extensively studied in social neuroscience and neuroeconomics. Whereas it is well established that several types of epilepsies, such as frontal lobe epilepsy, lead to social cognitive impairments, experimental evidence on how these translate into behavioural symptoms is scarce. Furthermore, it is unclear whether social cognitiv",RSOS180850TB3;RSOS180850TB4;RSOS180850TB5,"Table 3. Summary of analysis of all participants. FWE, p = 0.001. | Table 4. Summary of per group analyses. FWE, p = 0.001. | Table 5. Analysis of group differences and ROI.",1,1,0,1,0,1,0,1
social_communication,False Positive,31598216,"Social cognition, behaviour and therapy adherence in frontal lobe epilepsy: a study combining neuroeconomic and neuropsychological methods",pubget,6731699,31598216_analysis_3,CONTROLS,FP,The paradigm involves social exchange (cooperation/competition) and uses face stimuli and trust judgments—measures relevant to social communication (receptive facial/social information) and cooperative interaction.,7,0,7,1.000,social_processing_all;affiliation_attachment;perception_others,1,perception_others;social_communication,"Social behaviour of healthy humans and its neural correlates have been extensively studied in social neuroscience and neuroeconomics. Whereas it is well established that several types of epilepsies, such as frontal lobe epilepsy, lead to social cognitive impairments, experimental evidence on how these translate into behavioural symptoms is scarce. Furthermore, it is unclear whether social cognitiv",RSOS180850TB3;RSOS180850TB4;RSOS180850TB5,"Table 3. Summary of analysis of all participants. FWE, p = 0.001. | Table 4. Summary of per group analyses. FWE, p = 0.001. | Table 5. Analysis of group differences and ROI.",1,1,0,1,1,1,0,1
social_communication,False Positive,31598216,"Social cognition, behaviour and therapy adherence in frontal lobe epilepsy: a study combining neuroeconomic and neuropsychological methods",pubget,6731699,31598216_analysis_4,main effect of group,-,The task involves cooperative decisions and face trustworthiness ratings (reception of facial communication) and measures group differences—fits social communication constructs.,7,0,7,1.000,social_processing_all;affiliation_attachment;perception_others,1,perception_others;social_communication,"Social behaviour of healthy humans and its neural correlates have been extensively studied in social neuroscience and neuroeconomics. Whereas it is well established that several types of epilepsies, such as frontal lobe epilepsy, lead to social cognitive impairments, experimental evidence on how these translate into behavioural symptoms is scarce. Furthermore, it is unclear whether social cognitiv",RSOS180850TB3;RSOS180850TB4;RSOS180850TB5,"Table 3. Summary of analysis of all participants. FWE, p = 0.001. | Table 4. Summary of per group analyses. FWE, p = 0.001. | Table 5. Analysis of group differences and ROI.",1,1,0,1,0,1,0,1
social_communication,False Positive,31598216,"Social cognition, behaviour and therapy adherence in frontal lobe epilepsy: a study combining neuroeconomic and neuropsychological methods",pubget,6731699,31598216_analysis_5,main effect of condition,-,"The task involves social interaction (cooperation/competition) and perception of opponents (trustworthiness ratings), so the contrast captures social communication processes during decision and outcome phases.",7,0,7,1.000,social_processing_all;affiliation_attachment;perception_others,1,perception_others;social_communication,"Social behaviour of healthy humans and its neural correlates have been extensively studied in social neuroscience and neuroeconomics. Whereas it is well established that several types of epilepsies, such as frontal lobe epilepsy, lead to social cognitive impairments, experimental evidence on how these translate into behavioural symptoms is scarce. Furthermore, it is unclear whether social cognitiv",RSOS180850TB3;RSOS180850TB4;RSOS180850TB5,"Table 3. Summary of analysis of all participants. FWE, p = 0.001. | Table 4. Summary of per group analyses. FWE, p = 0.001. | Table 5. Analysis of group differences and ROI.",1,1,0,1,1,0,0,1
social_communication,False Positive,31598216,"Social cognition, behaviour and therapy adherence in frontal lobe epilepsy: a study combining neuroeconomic and neuropsychological methods",pubget,6731699,31598216_analysis_6,ROI-main effect of group,-,The prisoners' dilemma involves exchange of socially relevant information and cooperation; the analysis measures neural correlates of this social communication.,7,0,7,1.000,social_processing_all;affiliation_attachment;perception_others,1,perception_others;social_communication,"Social behaviour of healthy humans and its neural correlates have been extensively studied in social neuroscience and neuroeconomics. Whereas it is well established that several types of epilepsies, such as frontal lobe epilepsy, lead to social cognitive impairments, experimental evidence on how these translate into behavioural symptoms is scarce. Furthermore, it is unclear whether social cognitiv",RSOS180850TB3;RSOS180850TB4;RSOS180850TB5,"Table 3. Summary of analysis of all participants. FWE, p = 0.001. | Table 4. Summary of per group analyses. FWE, p = 0.001. | Table 5. Analysis of group differences and ROI.",1,0,0,1,1,1,0,0
social_communication,False Positive,15006683,Watching social interactions produces dorsomedial prefrontal and medial parietal BOLD fMRI signal increases compared to a resting baseline.,ace,,15006683_analysis_0,Relational vs. alone segment,-,"Observation of interpersonal interactions (with spoken dialogue in some clips and face/action perception) involves social communication processes, so the contrast captures social-communication-related processing.",1,0,1,1.000,social_processing_all;affiliation_attachment;perception_others,1,perception_others,"Some human brain areas are tonically active in a resting state when subjects are not engaged in any overt task. The activity of these areas decreases when subjects are engaged in a wide variety of laboratory tasks designed to study cognitive operations. It has been suggested that these areas, among them the medial parietal (precyneus) and the dorsomedial prefrontal cortices, may support a ""default",251,Table 1. Relational vs. alone segment,1,0,0,1,0,0,1,0
social_communication,False Positive,15488424,The neural bases of cooperation and competition: an fMRI investigation.,ace,,15488424_analysis_0,Cooperation versus independent,-,"Cooperation trials require exchange of socially relevant information and coordination with another agent (example task listed in criteria), and the contrast targets social-communicative interaction versus independent play.",4,0,4,1.000,social_processing_all;affiliation_attachment;perception_self;perception_others,1,affiliation_attachment;perception_others,"Cooperation and competition are two basic modes of social cognition that necessitate monitoring of both one's own and others' actions, as well as adopting a specific mental set. In this fMRI, study individuals played a specially designed computer game, according to a set of predefined rules, either in cooperation with or in competition against another person. The hemodynamic response during these ",45;46,Table 1. Regions of significant activation resulting from mean group results for the cooperation and competition tasks | Table 2. > 50),1,0,0,1,1,0,1,0
social_communication,False Positive,15488424,The neural bases of cooperation and competition: an fMRI investigation.,ace,,15488424_analysis_1,Competition versus independent,-,"Competition involves exchange of socially relevant information and strategic interaction; the contrast measures social communicative/interactive processes, matching the inclusion criteria.",4,0,4,1.000,social_processing_all;affiliation_attachment;perception_self;perception_others,1,affiliation_attachment;perception_others,"Cooperation and competition are two basic modes of social cognition that necessitate monitoring of both one's own and others' actions, as well as adopting a specific mental set. In this fMRI, study individuals played a specially designed computer game, according to a set of predefined rules, either in cooperation with or in competition against another person. The hemodynamic response during these ",45;46,Table 1. Regions of significant activation resulting from mean group results for the cooperation and competition tasks | Table 2. > 50),1,0,0,1,1,0,1,0
social_communication,False Positive,15488424,The neural bases of cooperation and competition: an fMRI investigation.,ace,,15488424_analysis_2,Cooperation versus competition,-,"The task involves interpersonal exchange and coordinating actions with another person (cooperation/competition), meeting criteria for social communication.",4,0,4,1.000,social_processing_all;affiliation_attachment;perception_self;perception_others,1,affiliation_attachment;perception_others,"Cooperation and competition are two basic modes of social cognition that necessitate monitoring of both one's own and others' actions, as well as adopting a specific mental set. In this fMRI, study individuals played a specially designed computer game, according to a set of predefined rules, either in cooperation with or in competition against another person. The hemodynamic response during these ",45;46,Table 1. Regions of significant activation resulting from mean group results for the cooperation and competition tasks | Table 2. > 50),1,0,0,1,1,0,1,0
social_communication,False Positive,15488424,The neural bases of cooperation and competition: an fMRI investigation.,ace,,15488424_analysis_3,Competition versus cooperation,-,"The task involves exchange of socially relevant information and interactive behavior (cooperation/competition), matching examples in the inclusion criteria and measuring social communication processes.",4,0,4,1.000,social_processing_all;affiliation_attachment;perception_self;perception_others,1,affiliation_attachment;perception_others,"Cooperation and competition are two basic modes of social cognition that necessitate monitoring of both one's own and others' actions, as well as adopting a specific mental set. In this fMRI, study individuals played a specially designed computer game, according to a set of predefined rules, either in cooperation with or in competition against another person. The hemodynamic response during these ",45;46,Table 1. Regions of significant activation resulting from mean group results for the cooperation and competition tasks | Table 2. > 50),1,0,0,1,1,0,1,0
social_communication,False Positive,16122944,Neuronal correlates of theory of mind and empathy: a functional magnetic resonance imaging study in a nonverbal task.,ace,,16122944_analysis_2,Conjuction analysis,-,Empathy condition requires perceiving and interpreting others' emotions (receptive social communication). The contrasts measure social-communication-related processes.,1,0,5,0.200,social_processing_all;perception_others,1,perception_others,"Theory of Mind (ToM), the ability to attribute mental states to others, and empathy, the ability to infer emotional experiences, are important processes in social cognition. Brain imaging studies in healthy subjects have described a brain system involving medial prefrontal cortex, superior temporal sulcus and temporal pole in ToM processing. Studies investigating networks associated with empathic ",137,Table 2. Foci of significant brain activations associated with ToM and empathy stimuli,1,0,0,1,0,0,1,0
social_communication,False Positive,17964185,Why are friends special? Implementing a social interaction simulation task to probe the neural correlates of friendship.,ace,,17964185_analysis_0,analysis_0,FP,"The paradigm involves perception of faces and social interaction decisions (approach/avoid) toward friends vs celebrities, matching social communication constructs (e.g., loved one vs stranger). Both inclusion criteria are met.",1,0,1,1.000,social_processing_all;affiliation_attachment;perception_others,1,affiliation_attachment;social_communication,"Friendships form one of the most proximal contexts with a critical role in mental health and social and psychological development. Yet, the neurobiological basis of this crucial developmental factor is largely uninvestigated. In this study, we tested the hypothesis that the interaction with friends is associated with specific activity increases in brain areas known to be involved in interpersonal ",302,Table 1. < 0.05 cluster corrected,0,1,0,1,1,0,0,1
