id	PositiveTail 1	PositiveTail 2	PositiveTail 3	PositiveTail 4	PositiveTail 5	PositiveTail 6	PositiveTail 7	PositiveTail 8	PositiveTail 9	PositiveTail 10
20644633-20644633_analysis_0	2	0	0	0	0	0	0	0	0	0
20644633-20644633_analysis_1	1	0	0	0	0	0	0	0	0	0
20644633-20644633_analysis_2	3	0	0	0	0	0	0	0	0	0
20644633-20644633_analysis_3	1	0	0	0	0	0	0	0	0	0
20644633-20644633_analysis_4	0	1	0	0	0	0	0	0	0	0
20644633-20644633_analysis_5	1	1	0	0	0	0	0	0	0	0
20656041-20656041_analysis_0	2	0	0	0	0	0	0	0	0	0
20656041-20656041_analysis_1	3	0	0	0	0	0	0	0	0	0
20656041-20656041_analysis_3	2	0	0	0	0	0	0	0	0	0
20656041-20656041_analysis_5	2	0	0	0	0	0	0	0	0	0
20656041-20656041_analysis_7	1	0	0	0	0	0	0	0	0	0
20797730-20797730_analysis_0	3	0	1	0	0	0	0	0	0	0
20797730-20797730_analysis_1	5	0	1	0	0	0	0	0	0	0
20797730-20797730_analysis_11	0	0	0	0	0	0	0	0	0	0
20797730-20797730_analysis_12	3	0	3	0	0	0	0	0	0	0
20797730-20797730_analysis_13	0	0	0	0	0	0	0	0	0	0
20797730-20797730_analysis_2	2	0	1	0	0	0	0	0	0	0
20797730-20797730_analysis_4	0	0	4	0	0	0	0	0	0	0
20797730-20797730_analysis_5	3	0	1	0	0	0	0	0	0	0
20797730-20797730_analysis_6	1	0	0	0	0	0	0	0	0	0
20797730-20797730_analysis_7	0	0	0	0	0	0	0	0	0	0
20797730-20797730_analysis_8	4	0	0	0	0	0	0	0	0	0
20797730-20797730_analysis_9	3	0	1	0	0	0	0	0	0	0
20923708-20923708_analysis_0	4	0	2	0	0	0	0	0	0	0
20923708-20923708_analysis_1	2	0	0	0	0	0	0	0	0	0
20977559-20977559_analysis_0	4	0	4	0	0	0	0	0	0	0
20977559-20977559_analysis_1	4	0	3	0	0	0	0	0	0	0
21206532-21206532_analysis_0	10	0	0	0	0	0	0	0	0	0
21249224-21249224_analysis_0	14	0	3	0	0	0	0	0	0	0
21320516-21320516_analysis_0	1	1	2	0	0	0	0	0	0	0
21320516-21320516_analysis_1	0	0	2	0	0	0	0	0	0	0
21350872-21350872_analysis_0	2	0	0	0	0	0	0	0	0	0
21350872-21350872_analysis_1	2	0	0	0	0	0	0	0	0	0
21350872-21350872_analysis_2	4	0	0	0	0	0	0	0	0	0
21350872-21350872_analysis_3	1	0	0	0	0	0	0	0	0	0
21350872-21350872_analysis_4	2	0	0	0	0	0	0	0	0	0
21350872-21350872_analysis_5	17	0	0	0	0	0	0	0	0	0
21350872-21350872_analysis_6	11	0	0	0	0	0	0	0	0	0
21375598-21375598_analysis_0	9	0	0	0	0	0	0	0	0	0
21375598-21375598_analysis_1	0	0	0	0	0	0	0	0	0	0
21375598-21375598_analysis_2	4	0	1	0	0	0	0	0	0	0
21375598-21375598_analysis_3	0	0	0	0	0	0	0	0	0	0
21375598-21375598_analysis_4	2	0	0	0	0	0	0	0	0	0
21375598-21375598_analysis_5	0	0	0	0	0	0	0	0	0	0
21375598-21375598_analysis_6	0	0	0	0	1	0	0	0	0	0
21569855-21569855_analysis_0	10	1	2	0	0	0	0	0	0	0
21586330-21586330_analysis_0	5	1	1	0	1	0	0	0	0	0
21586330-21586330_analysis_1	3	2	2	0	0	0	0	0	0	0
21586330-21586330_analysis_2	2	1	1	0	0	0	0	0	0	0
21586330-21586330_analysis_3	3	0	0	0	0	0	0	0	0	0
21600991-21600991_analysis_0	0	0	1	0	0	0	0	0	0	0
21600991-21600991_analysis_1	0	1	1	0	0	0	0	0	0	0
21664277-21664277_analysis_0	10	1	5	0	0	0	0	0	0	0
21664277-21664277_analysis_1	10	0	0	0	0	0	0	0	0	0
21703352-21703352_analysis_0	2	0	1	0	1	0	0	0	0	0
21703352-21703352_analysis_1	3	0	0	0	0	0	0	0	0	0
21703352-21703352_analysis_2	1	0	1	0	0	0	0	0	0	0
21763435-21763435_analysis_0	2	0	1	0	1	0	0	0	0	0
21763435-21763435_analysis_1	3	1	2	0	0	0	0	0	0	0
21763435-21763435_analysis_10	0	0	8	0	0	0	0	0	0	0
21763435-21763435_analysis_11	8	0	0	0	0	0	0	0	0	0
21763435-21763435_analysis_12	0	0	0	0	0	0	0	0	0	0
21763435-21763435_analysis_2	0	0	0	0	0	0	0	0	0	0
21763435-21763435_analysis_3	4	0	1	0	0	0	0	0	0	0
21763435-21763435_analysis_4	0	0	1	0	0	0	0	0	0	0
21763435-21763435_analysis_5	2	1	2	0	0	0	0	0	0	0
21763435-21763435_analysis_6	0	0	0	0	0	0	0	0	0	0
21763435-21763435_analysis_8	1	0	0	0	0	0	0	0	0	0
21763435-21763435_analysis_9	4	0	0	0	0	0	0	0	0	0
21872451-21872451_analysis_0	15	2	4	0	0	0	0	0	0	0
21872451-21872451_analysis_1	2	0	0	0	0	0	0	0	0	0
21872451-21872451_analysis_2	5	0	3	0	1	0	0	0	0	0
21881566-21881566_analysis_0	8	0	3	0	0	0	0	0	0	0
21881566-21881566_analysis_1	0	0	0	0	0	0	0	0	0	0
21881566-21881566_analysis_2	1	0	1	0	0	0	0	0	0	0
21881566-21881566_analysis_3	0	0	2	0	0	0	0	0	0	0
21881566-21881566_analysis_4	4	0	0	0	0	0	0	0	0	0
21955370-21955370_analysis_0	4	0	1	0	1	0	0	0	0	0
21955370-21955370_analysis_2	6	0	3	0	0	0	0	0	0	0
21955370-21955370_analysis_4	2	0	0	0	0	0	0	0	0	0
21981758-21981758_analysis_0	4	0	0	0	0	0	0	0	0	0
21981758-21981758_analysis_1	2	0	0	0	0	0	0	0	0	0
21981758-21981758_analysis_3	0	1	1	0	0	0	0	0	0	0
21981758-21981758_analysis_4	0	0	0	0	0	0	0	0	0	0
21981758-21981758_analysis_5	0	0	0	0	0	0	0	0	0	0
21981758-21981758_analysis_6	0	0	0	0	0	0	0	0	0	0
21981758-21981758_analysis_7	0	0	0	0	0	0	0	0	0	0
21981758-21981758_analysis_8	1	0	0	0	0	0	0	0	0	0
22003388-22003388_analysis_0	4	0	0	0	0	0	0	0	0	0
22003388-22003388_analysis_1	6	0	2	0	0	0	0	0	0	0
22003388-22003388_analysis_2	3	0	0	0	0	0	0	0	0	0
22003388-22003388_analysis_3	1	0	1	0	0	0	0	0	0	0
22019361-22019361_analysis_0	0	0	0	0	0	0	0	0	0	0
22019857-22019857_analysis_0	5	0	0	0	0	0	0	0	0	0
22019857-22019857_analysis_1	12	1	2	0	0	0	0	0	0	0
22019857-22019857_analysis_2	5	0	0	0	0	0	0	0	0	0
22019857-22019857_analysis_3	3	2	4	0	0	0	0	0	0	0
22019860-22019860_analysis_0	6	0	0	0	0	0	0	0	0	0
22019860-22019860_analysis_1	2	0	0	0	0	0	0	0	0	0
22062191-22062191_analysis_0	10	0	0	0	0	0	0	0	0	0
22154962-22154962_analysis_0	4	1	0	0	0	0	0	0	0	0
22154962-22154962_analysis_1	0	0	2	0	0	0	0	0	0	0
22154962-22154962_analysis_2	0	0	3	0	0	0	0	0	0	0
22154962-22154962_analysis_3	0	0	0	0	0	0	0	0	0	0
22154962-22154962_analysis_4	2	0	0	0	0	0	0	0	0	0
22174872-22174872_analysis_0	5	0	0	0	1	0	0	0	0	0
22174872-22174872_analysis_1	1	0	1	0	0	0	0	0	0	0
22174872-22174872_analysis_2	5	0	1	0	0	0	0	0	0	0
22306799-22306799_analysis_0	6	0	2	1	0	0	0	0	0	0
22371086-22371086_analysis_0	9	2	3	0	0	0	0	0	0	0
22371086-22371086_analysis_1	6	1	0	0	0	0	0	0	0	0
22371086-22371086_analysis_2	2	0	2	0	1	0	0	0	0	0
22371086-22371086_analysis_3	0	0	0	0	0	0	0	0	0	0
22371086-22371086_analysis_4	0	0	1	0	0	0	0	0	0	0
22371086-22371086_analysis_5	1	0	0	0	0	0	0	0	0	0
22439896-22439896_analysis_0	3	2	1	0	0	0	0	0	0	0
22439896-22439896_analysis_1	3	0	0	0	0	0	0	0	0	0
22439896-22439896_analysis_2	2	0	0	0	0	0	0	0	0	0
22439896-22439896_analysis_3	2	0	0	0	0	0	0	0	0	0
22505222-22505222_analysis_0	0	0	0	0	0	0	0	0	0	0
22505222-22505222_analysis_1	1	1	0	0	0	0	0	0	0	0
22505222-22505222_analysis_2	1	0	0	0	0	0	0	0	0	0
22505222-22505222_analysis_3	0	0	1	0	0	0	0	0	0	0
22505330-22505330_analysis_0	4	1	1	0	0	0	0	0	0	0
22505330-22505330_analysis_1	0	0	0	0	1	0	0	0	0	0
22505330-22505330_analysis_10	0	0	0	0	0	0	0	0	0	0
22505330-22505330_analysis_2	6	2	2	0	0	0	0	0	0	0
22505330-22505330_analysis_3	5	0	0	0	0	0	0	0	0	0
22505330-22505330_analysis_4	1	0	0	0	0	0	0	0	0	0
22505330-22505330_analysis_5	0	0	0	0	0	0	0	0	0	0
22505330-22505330_analysis_6	3	0	0	0	0	0	0	0	0	0
22505330-22505330_analysis_7	0	0	0	0	0	0	0	0	0	0
22505330-22505330_analysis_8	1	0	1	0	0	0	0	0	0	0
22590530-22590530_analysis_0	2	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_1	0	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_10	1	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_11	1	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_12	2	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_13	0	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_14	0	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_15	0	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_2	2	0	1	0	0	0	0	0	0	0
22590530-22590530_analysis_3	1	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_4	2	1	0	0	0	0	0	0	0	0
22590530-22590530_analysis_5	1	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_6	2	1	0	0	0	0	0	0	0	0
22590530-22590530_analysis_7	3	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_8	2	0	0	0	0	0	0	0	0	0
22590530-22590530_analysis_9	3	0	0	0	0	0	0	0	0	0
22678652-22678652_analysis_0	3	1	2	0	0	0	0	0	0	0
22678652-22678652_analysis_1	2	1	0	0	0	0	0	0	0	0
22726841-22726841_analysis_0	0	0	1	0	0	0	0	0	0	0
22726841-22726841_analysis_1	4	0	1	0	0	0	0	0	0	0
22726841-22726841_analysis_2	0	0	1	0	0	0	0	0	0	0
22726841-22726841_analysis_3	0	0	1	0	0	0	0	0	0	0
22726841-22726841_analysis_4	1	0	1	0	0	0	0	0	0	0
22768085-22768085_analysis_1	1	0	0	0	0	0	0	0	0	0
22768085-22768085_analysis_2	0	0	0	0	0	0	0	0	0	0
22840551-22840551_analysis_0	5	0	3	0	0	0	0	0	0	0
22840551-22840551_analysis_1	2	0	0	0	0	0	0	0	0	0
22840551-22840551_analysis_2	1	0	0	0	0	0	0	0	0	0
22840551-22840551_analysis_3	2	0	2	0	0	0	0	0	0	0
22840551-22840551_analysis_4	1	0	3	0	0	0	0	0	0	0
22840551-22840551_analysis_5	0	0	2	0	0	0	0	0	0	0
22840551-22840551_analysis_6	2	0	1	0	0	0	0	0	0	0
22841755-22841755_analysis_0	0	0	0	0	0	0	0	0	0	0
22841755-22841755_analysis_1	0	0	0	0	0	0	0	0	0	0
22889284-22889284_analysis_0	15	0	2	0	0	0	0	0	0	0
22889284-22889284_analysis_1	6	0	0	0	0	0	0	0	0	0
22889284-22889284_analysis_2	7	0	1	0	0	0	0	0	0	0
22905026-22905026_analysis_0	16	0	2	0	0	0	0	0	0	0
22905026-22905026_analysis_1	3	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_0	1	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_10	8	0	0	0	1	0	0	0	0	0
23052545-23052545_analysis_11	8	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_12	3	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_13	5	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_14	0	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_15	8	1	0	0	0	0	0	0	0	0
23052545-23052545_analysis_16	5	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_17	5	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_18	3	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_19	3	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_2	3	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_20	4	0	0	1	0	0	0	0	0	0
23052545-23052545_analysis_21	0	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_22	0	0	1	0	0	0	0	0	0	0
23052545-23052545_analysis_23	5	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_24	4	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_25	4	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_26	5	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_27	9	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_28	0	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_29	3	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_3	2	0	1	0	0	0	0	0	0	0
23052545-23052545_analysis_30	0	0	1	0	0	0	0	0	0	0
23052545-23052545_analysis_31	3	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_32	3	2	0	0	0	0	0	0	0	0
23052545-23052545_analysis_4	6	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_5	4	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_6	4	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_7	1	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_8	0	0	0	0	0	0	0	0	0	0
23052545-23052545_analysis_9	8	0	0	0	0	1	0	0	0	0
23063451-23063451_analysis_0	1	0	0	0	0	0	0	0	0	0
23063451-23063451_analysis_1	4	0	1	0	0	0	0	0	0	0
23063451-23063451_analysis_2	2	0	1	0	0	0	0	0	0	0
23063451-23063451_analysis_4	0	0	0	0	0	0	0	0	0	0
23063451-23063451_analysis_6	6	0	2	0	0	0	0	0	0	0
23110882-23110882_analysis_0	0	1	1	0	0	0	0	0	0	0
23110882-23110882_analysis_1	1	0	0	0	0	0	0	0	0	0
23110882-23110882_analysis_2	16	2	4	0	0	0	0	0	0	0
23110882-23110882_analysis_3	9	0	1	0	2	0	0	0	0	0
23155450-23155450_analysis_0	0	0	0	0	0	0	0	0	0	0
23155450-23155450_analysis_1	9	0	0	0	0	0	0	0	0	0
23221019-23221019_analysis_0	2	0	0	0	0	0	0	0	0	0
23221019-23221019_analysis_1	1	0	0	0	0	0	0	0	0	0
23221019-23221019_analysis_2	1	0	0	0	0	0	0	0	0	0
23221019-23221019_analysis_3	1	0	1	0	0	0	0	0	0	0
23221019-23221019_analysis_4	1	0	2	0	0	0	0	0	0	0
23251653-23251653_analysis_0	2	0	0	0	0	0	0	0	0	0
23251653-23251653_analysis_1	2	0	0	0	0	0	0	0	0	0
23267322-23267322_analysis_0	1	0	0	0	0	0	0	0	0	0
23267322-23267322_analysis_1	1	0	1	0	0	0	0	0	0	0
23267322-23267322_analysis_2	1	0	0	0	1	0	0	0	0	0
23267322-23267322_analysis_3	1	0	0	0	0	0	0	0	0	0
23267322-23267322_analysis_4	0	0	0	0	0	0	0	0	0	0
23267322-23267322_analysis_5	2	0	0	0	1	0	0	0	0	0
23298748-23298748_analysis_0	3	0	0	0	0	0	0	0	0	0
23298748-23298748_analysis_1	1	0	0	0	0	0	0	0	0	0
23298748-23298748_analysis_2	4	0	1	0	0	0	0	0	0	0
23342130-23342130_analysis_0	23	4	6	0	0	0	0	0	0	0
23342130-23342130_analysis_1	19	2	2	0	0	0	0	0	0	0
23342130-23342130_analysis_2	10	0	2	0	0	0	0	0	0	0
23342130-23342130_analysis_3	25	3	2	0	0	0	0	0	0	0
23342130-23342130_analysis_5	0	0	0	0	0	0	0	0	0	0
23342130-23342130_analysis_6	2	0	2	0	0	0	0	0	0	0
23378834-23378834_analysis_0	11	0	1	0	0	0	0	0	0	0
23378834-23378834_analysis_1	6	0	1	0	0	0	0	0	0	0
23378834-23378834_analysis_10	6	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_11	0	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_12	6	0	1	0	0	0	0	0	0	0
23378834-23378834_analysis_13	4	1	1	0	0	0	0	0	0	0
23378834-23378834_analysis_14	0	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_2	14	1	2	0	0	0	0	0	0	0
23378834-23378834_analysis_3	5	1	2	0	0	0	0	0	0	0
23378834-23378834_analysis_4	1	1	0	0	0	0	0	0	0	0
23378834-23378834_analysis_5	1	1	0	0	0	0	0	0	0	0
23378834-23378834_analysis_6	0	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_7	2	1	1	0	0	0	0	0	0	0
23378834-23378834_analysis_8	1	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_9	2	2	2	0	0	0	0	0	0	0
23510581-23510581_analysis_0	8	1	2	0	0	0	0	0	0	0
23510581-23510581_analysis_1	2	1	1	0	0	0	0	0	0	0
23510581-23510581_analysis_2	3	0	0	0	0	0	0	0	0	0
23510581-23510581_analysis_3	0	1	1	0	0	0	0	0	0	0
23548839-23548839_analysis_0	2	0	0	0	0	0	0	0	0	0
23548839-23548839_analysis_1	7	0	0	0	0	0	0	0	0	0
23548839-23548839_analysis_2	2	0	0	0	0	0	0	0	0	0
23599165-23599165_analysis_0	5	0	1	0	0	0	0	0	0	0
23599165-23599165_analysis_2	0	1	1	0	0	0	0	0	0	0
23599165-23599165_analysis_3	0	0	0	0	0	0	0	0	0	0
23599165-23599165_analysis_4	2	0	0	0	0	0	0	0	0	0
23599165-23599165_analysis_5	0	0	1	0	0	0	0	0	0	0
23599165-23599165_analysis_6	5	1	1	0	0	0	0	0	0	0
23599165-23599165_analysis_7	1	0	0	0	0	0	0	0	0	0
23639347-23639347_analysis_0	4	0	5	0	0	0	0	0	0	0
23639347-23639347_analysis_1	5	0	0	0	0	0	0	0	0	0
23667619-23667619_analysis_0	1	1	1	0	0	0	0	0	0	0
23667619-23667619_analysis_1	2	0	0	0	0	0	0	0	0	0
23667619-23667619_analysis_2	4	0	0	0	0	0	0	0	0	0
23667619-23667619_analysis_3	3	0	1	0	0	0	0	0	0	0
23684882-23684882_analysis_0	6	0	1	0	0	0	0	0	0	0
23684882-23684882_analysis_1	0	0	0	0	0	0	0	0	0	0
23722983-23722983_analysis_0	0	1	1	0	0	0	0	0	0	0
23722983-23722983_analysis_1	2	0	0	0	0	0	0	0	0	0
23722983-23722983_analysis_2	3	0	1	0	0	0	0	0	0	0
23740734-23740734_analysis_0	1	0	0	0	0	0	0	0	0	0
23740734-23740734_analysis_1	2	0	0	0	0	0	0	0	0	0
23740734-23740734_analysis_2	1	0	0	0	0	0	0	0	0	0
23813661-23813661_analysis_0	14	0	3	0	1	1	0	0	0	0
23813661-23813661_analysis_1	13	0	0	0	0	0	0	0	0	0
23813661-23813661_analysis_2	2	2	0	0	0	0	0	0	0	0
23813661-23813661_analysis_3	3	0	1	0	0	0	0	0	0	0
23813661-23813661_analysis_4	0	0	1	0	0	0	0	0	0	0
23850465-23850465_analysis_0	0	0	2	0	0	0	0	0	0	0
23850465-23850465_analysis_1	1	0	0	0	0	0	0	0	0	0
23850465-23850465_analysis_2	0	0	0	0	0	0	0	0	0	0
23850465-23850465_analysis_6	1	0	0	0	0	0	0	0	0	0
23895223-23895223_analysis_0	1	0	3	0	0	0	0	0	0	0
23948645-23948645_analysis_0	10	0	0	0	0	0	0	0	0	0
23948645-23948645_analysis_1	9	0	0	0	0	0	0	0	0	0
23948645-23948645_analysis_3	12	4	3	0	0	0	0	0	0	0
24067301-24067301_analysis_0	5	0	1	0	0	0	0	0	0	0
24067301-24067301_analysis_1	0	0	0	0	0	0	0	0	0	0
24067301-24067301_analysis_2	0	0	0	0	0	0	0	0	0	0
24067301-24067301_analysis_4	10	0	0	0	0	0	0	0	0	0
24067301-24067301_analysis_5	1	0	0	0	0	0	0	0	0	0
24243619-24243619_analysis_0	2	0	1	0	0	0	0	0	0	0
24243619-24243619_analysis_1	5	0	0	0	0	0	0	0	0	0
24243619-24243619_analysis_2	1	2	0	0	0	0	0	0	0	0
24294841-24294841_analysis_0	4	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_1	6	1	1	0	0	0	0	0	0	0
24294841-24294841_analysis_2	4	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_3	1	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_5	0	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_6	0	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_7	0	0	0	0	0	0	0	0	0	0
24294906-24294906_analysis_0	1	2	1	0	0	0	0	0	0	0
24294906-24294906_analysis_1	0	0	1	0	0	0	0	0	0	0
24324679-24324679_analysis_0	8	0	1	0	0	0	0	0	0	0
24324679-24324679_analysis_10	0	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_3	2	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_4	4	0	0	0	0	0	1	0	0	0
24324679-24324679_analysis_5	2	0	1	0	0	0	0	0	0	0
24324679-24324679_analysis_6	0	1	0	0	0	0	0	0	0	0
24324679-24324679_analysis_7	1	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_8	2	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_9	0	0	0	0	0	0	0	0	0	0
24412433-24412433_analysis_1	1	1	0	0	0	0	0	0	0	0
24412687-24412687_analysis_0	2	0	0	0	0	0	0	0	0	0
24412687-24412687_analysis_1	2	0	1	0	0	0	0	0	0	0
24412687-24412687_analysis_2	3	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_0	1	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_1	1	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_2	6	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_3	0	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_4	8	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_5	0	0	1	0	0	0	0	0	0	0
24414614-24414614_analysis_6	3	0	3	0	0	0	0	0	0	0
24462962-24462962_analysis_0	3	0	0	0	0	0	0	0	0	0
24464944-24464944_analysis_0	3	0	0	0	0	0	0	0	0	0
24464944-24464944_analysis_1	2	0	0	0	0	0	0	0	0	0
24464944-24464944_analysis_2	2	0	0	0	0	0	0	0	0	0
24464944-24464944_analysis_3	1	0	1	0	0	0	0	0	0	0
24464944-24464944_analysis_4	5	0	0	0	0	0	0	0	0	0
24464944-24464944_analysis_5	5	0	0	0	0	0	0	0	0	0
24571553-24571553_analysis_0	4	0	0	0	0	0	0	0	0	0
24571553-24571553_analysis_10	0	0	0	0	1	0	0	0	0	0
24571553-24571553_analysis_2	0	0	0	0	0	0	0	0	0	0
24571553-24571553_analysis_3	4	0	0	0	0	0	0	0	0	0
24571553-24571553_analysis_4	0	0	1	0	0	0	0	0	0	0
24571553-24571553_analysis_6	1	0	1	0	0	0	0	0	0	0
24571553-24571553_analysis_7	5	0	1	0	1	0	0	0	0	0
24571553-24571553_analysis_8	3	0	1	0	0	0	0	0	0	0
24571553-24571553_analysis_9	4	0	0	0	0	0	0	0	0	0
24582805-24582805_analysis_0	8	0	0	0	0	0	0	0	0	0
24582805-24582805_analysis_1	4	1	3	0	1	0	0	0	0	0
24582805-24582805_analysis_2	0	0	0	0	0	0	0	0	0	0
24582805-24582805_analysis_3	8	1	2	0	0	0	0	0	0	0
24582805-24582805_analysis_5	0	1	0	0	0	0	0	0	0	0
24582805-24582805_analysis_6	0	0	0	0	0	0	0	0	0	0
24583253-24583253_analysis_0	0	0	1	0	0	0	0	0	0	0
24583253-24583253_analysis_1	2	0	0	0	0	0	0	0	0	0
24583253-24583253_analysis_2	0	0	0	0	0	0	0	0	0	0
24583253-24583253_analysis_3	0	0	0	0	0	0	0	0	0	0
24583253-24583253_analysis_4	3	0	0	0	0	0	0	0	0	0
24726338-24726338_analysis_0	0	0	3	0	0	0	0	0	0	0
24726338-24726338_analysis_1	6	3	0	0	0	0	0	0	0	0
24726338-24726338_analysis_2	9	0	3	0	0	0	0	0	0	0
24726338-24726338_analysis_3	1	0	2	0	0	0	0	0	0	0
24726338-24726338_analysis_4	3	0	0	0	0	0	0	0	0	0
24726338-24726338_analysis_5	2	0	0	0	0	0	0	0	0	0
24731078-24731078_analysis_0	2	0	0	0	0	0	0	0	0	0
24731078-24731078_analysis_2	0	0	0	0	0	0	0	0	0	0
24731078-24731078_analysis_3	0	0	0	0	0	0	0	0	0	0
24731078-24731078_analysis_4	1	0	0	0	0	0	0	0	0	0
24731078-24731078_analysis_5	0	0	0	0	0	0	0	0	0	0
24760733-24760733_analysis_0	4	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_0	1	0	1	0	0	0	0	0	0	0
24772075-24772075_analysis_1	1	1	0	0	0	0	0	0	0	0
24772075-24772075_analysis_2	0	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_3	1	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_4	2	1	2	0	0	0	0	0	0	0
24772075-24772075_analysis_5	5	0	1	0	0	0	0	0	0	0
24772075-24772075_analysis_6	2	0	0	0	0	0	0	0	0	0
24789353-24789353_analysis_0	4	1	0	0	0	0	0	0	0	0
24789353-24789353_analysis_1	4	1	5	0	0	0	0	0	0	0
24789353-24789353_analysis_2	1	0	0	0	0	0	0	0	0	0
24795158-24795158_analysis_0	1	1	0	0	0	0	0	0	0	0
24795158-24795158_analysis_1	0	0	0	0	0	0	0	0	0	0
24795158-24795158_analysis_4	0	0	0	0	0	0	0	0	0	0
24795158-24795158_analysis_5	1	0	0	0	0	0	0	0	0	0
24795158-24795158_analysis_6	1	0	0	0	0	0	0	0	0	0
24795158-24795158_analysis_7	0	0	0	0	0	0	0	0	0	0
24814646-24814646_analysis_0	58	0	2	0	0	1	0	0	0	0
24814646-24814646_analysis_1	11	1	0	0	0	0	0	0	0	0
24814646-24814646_analysis_2	2	1	0	0	0	0	0	0	0	0
24814646-24814646_analysis_3	11	1	0	0	0	0	0	0	0	0
24814646-24814646_analysis_4	2	0	3	0	0	0	0	0	0	0
24824165-24824165_analysis_0	4	0	1	0	0	0	0	0	0	0
24824165-24824165_analysis_1	3	0	0	0	0	0	0	0	0	0
24825504-24825504_analysis_0	4	1	2	0	0	0	0	0	0	0
24825504-24825504_analysis_1	2	0	0	0	0	0	0	0	0	0
24825504-24825504_analysis_2	0	0	1	0	0	0	0	0	0	0
24825504-24825504_analysis_3	1	1	0	0	0	0	0	0	0	0
24842782-24842782_analysis_0	4	0	0	0	1	0	0	0	0	0
24842782-24842782_analysis_1	4	0	1	0	0	0	0	0	0	0
24842782-24842782_analysis_2	0	0	0	0	0	0	0	0	0	0
24844746-24844746_analysis_0	6	1	4	0	0	0	0	0	0	0
24844746-24844746_analysis_1	3	0	0	0	2	0	0	0	0	0
24844746-24844746_analysis_2	1	1	0	0	0	0	0	0	0	0
24844746-24844746_analysis_3	0	0	2	0	0	0	0	0	0	0
24844746-24844746_analysis_4	2	1	0	0	0	0	0	0	0	0
24844746-24844746_analysis_5	7	1	4	0	0	0	0	0	0	0
24844746-24844746_analysis_6	4	0	0	0	0	0	0	0	0	0
24880954-24880954_analysis_0	2	1	1	0	0	0	0	0	0	0
24880954-24880954_analysis_1	1	0	0	0	0	0	0	0	0	0
24927685-24927685_analysis_1	1	0	0	0	0	0	0	0	0	0
